customer_id,first_name,last_name,city,gender,age,age_group,signup_date
102488,Avery,Patel,Lucknow,M,52,51-70,2019-11-21
102489,Kendall,Iyer,Ahmedabad,F,52,51-70,2023-07-04
102490,Riley,Singh,Pune,F,48,36-50,2021-11-23
102491,Taylor,Sharma,Ahmedabad,M,45,36-50,2023-06-25
102492,Jamie,Chopra,Mumbai,M,56,51-70,2019-11-03
102493,Robin,Saxena,Jaipur,F,18,18-25,2021-03-17
102494,Casey,Bhat,,M,42,36-50,2022-02-04
102495,Sam,Nair,Jaipur,M,60,51-70,2020-08-01
102496,Sam,Saxena,Jaipur,F,55,51-70,2024-02-25
102497,Morgan,Gupta,Hyderabad,M,37,36-50,2021-12-20
102498,Peyton,Mehta,Kolkata,O,20,18-25,2024-12-14
102499,Avery,Saxena,Delhi,F,68,51-70,2020-06-14
102500,Drew,Singh,Kolkata,M,19,18-25,2023-12-30
102501,Sam,Chopra,Pune,M,35,26-35,2021-08-29
102502,Avery,Mehta,Mumbai,F,61,51-70,2018-06-14
102503,Blake,Bose,Jaipur,M,27,26-35,2024-06-19
102504,Alex,Malhotra,Bengaluru,F,22,18-25,2023-08-31
102505,Jordan,Joshi,Kolkata,F,26,26-35,2021-01-10
102506,Quinn,Patel,Chennai,M,19,18-25,2022-10-20
102507,Drew,Bose,Bengaluru,F,51,51-70,2024-06-10
102508,Cameron,Chatterjee,Kolkata,M,55,51-70,2023-04-23
102509,Avery,Malhotra,Chennai,M,48,36-50,2019-01-06
102510,Rowan,Kumar,Mumbai,F,27,26-35,2023-02-24
102511,Casey,Sharma,Jaipur,F,67,51-70,2020-05-02
102512,Peyton,Verma,Lucknow,F,29,26-35,2019-01-19
102513,Casey,Iyer,Lucknow,M,53,51-70,2023-04-16
102514,Sam,Chatterjee,Kolkata,F,38,36-50,2024-10-28
102515,Robin,Chopra,Jaipur,M,66,51-70,2019-03-01
102516,Riley,Rao,Kolkata,F,64,51-70,2024-01-18
102517,Kendall,Ahuja,Mumbai,F,23,18-25,2019-09-21
102518,Harper,Rao,Chennai,F,65,51-70,2020-06-13
102519,Reese,Chopra,Jaipur,F,66,51-70,2024-12-12
102520,Harper,Chopra,Bengaluru,F,20,18-25,2024-07-02
102521,Jamie,Joshi,Chennai,O,27,26-35,2019-08-21
102522,Peyton,Malhotra,Bengaluru,O,22,18-25,2024-05-25
102523,Taylor,Sharma,Bengaluru,F,63,51-70,2019-08-16
102524,Avery,Bose,Mumbai,F,43,36-50,2022-08-15
102525,Peyton,Gupta,Delhi,F,38,36-50,2019-07-27
102526,Cameron,Mehta,Delhi,F,62,51-70,2023-09-07
102527,Jamie,Bhat,Jaipur,M,43,36-50,2023-09-22
102528,Alex,Chatterjee,Pune,M,55,51-70,2022-09-01
102529,Quinn,Saxena,Ahmedabad,F,61,51-70,2024-10-06
102530,Jordan,Malhotra,Delhi,F,43,36-50,2018-06-26
102531,Morgan,Patel,Jaipur,F,25,18-25,2019-06-13
102532,Harper,Rao,Bengaluru,M,22,18-25,2022-06-22
102533,Casey,Saxena,Lucknow,M,32,26-35,2020-08-23
102534,Cameron,Ahuja,Delhi,F,33,26-35,2022-02-26
102535,Peyton,Nair,Mumbai,F,18,18-25,2018-07-17
102536,Casey,Saxena,Jaipur,M,33,26-35,2020-05-02
102537,Blake,Bhat,Ahmedabad,F,54,51-70,2022-03-18
102538,Taylor,Iyer,Kolkata,F,20,18-25,2023-09-01
102539,Casey,Kumar,Pune,M,69,51-70,2020-12-16
102540,Rowan,Bhat,Bengaluru,M,64,51-70,2018-04-08
102541,Reese,Saxena,Bengaluru,M,48,36-50,2023-03-19
102542,Skyler,Iyer,Kolkata,M,30,26-35,2019-03-11
102543,Jamie,Verma,Delhi,M,33,26-35,2019-09-29
102544,Quinn,Kohli,Lucknow,M,60,51-70,2019-08-11
102545,Skyler,Chopra,Kolkata,M,38,36-50,2018-12-10
102546,Taylor,Das,Lucknow,F,19,18-25,2021-08-10
102547,Alex,Chatterjee,Bengaluru,F,44,36-50,2023-06-03
102548,Robin,Gupta,Ahmedabad,F,55,51-70,2019-07-25
102549,Robin,Saxena,Delhi,M,43,36-50,2019-09-03
102550,Peyton,Iyer,Jaipur,F,55,51-70,2022-09-24
102551,Sam,Chatterjee,Bengaluru,F,63,51-70,2024-04-09
102552,Robin,Kumar,Kolkata,F,42,36-50,2023-01-29
102553,Reese,Chopra,Lucknow,F,28,26-35,2020-08-17
102554,Quinn,Kohli,Lucknow,F,25,18-25,2023-09-11
102555,Casey,Malhotra,Bengaluru,F,25,18-25,2024-09-04
102556,Robin,Kohli,Bengaluru,F,50,36-50,2024-05-13
102557,Quinn,Nair,Ahmedabad,M,24,18-25,2019-06-16
102558,Alex,Nair,Ahmedabad,M,55,51-70,2021-03-23
102559,Rowan,Das,Hyderabad,M,38,36-50,2024-08-27
102560,Jordan,Chopra,Kolkata,M,25,18-25,2020-12-27
102561,Jordan,Malhotra,Mumbai,M,68,51-70,2023-03-17
102562,Blake,Verma,Kolkata,F,38,36-50,2020-06-02
102563,Avery,Chopra,Ahmedabad,M,37,36-50,2024-03-11
102564,Riley,Singh,Hyderabad,O,25,18-25,2022-08-06
102565,Drew,Bose,Delhi,F,63,51-70,2024-08-20
102566,Blake,Joshi,Bengaluru,M,48,36-50,2024-03-10
102567,Skyler,Malhotra,Pune,F,67,51-70,2023-10-28
102568,Taylor,Patel,Kolkata,M,46,36-50,2022-10-16
102569,Harper,Chatterjee,Kolkata,O,65,51-70,2020-02-21
102570,Alex,Kumar,Chennai,F,26,26-35,2023-10-07
102571,Avery,Kumar,Ahmedabad,M,32,26-35,2020-05-30
102572,Rowan,Iyer,Pune,F,47,36-50,2019-03-23
102573,Morgan,Chatterjee,Jaipur,F,43,36-50,2023-10-15
102574,Jordan,Chatterjee,Chennai,M,27,26-35,2022-11-19
102575,Harper,Joshi,Mumbai,F,46,36-50,2021-07-01
102576,Skyler,Chopra,Kolkata,F,33,26-35,2023-06-15
102577,Harper,Singh,Hyderabad,M,53,51-70,2020-12-03
102578,Taylor,Mehta,Hyderabad,F,37,36-50,2022-04-27
102579,Peyton,Malhotra,Jaipur,M,62,51-70,2020-10-08
102580,Harper,Mehta,Lucknow,F,54,51-70,2024-03-24
102581,Kendall,Bhat,Chennai,M,39,36-50,2020-02-13
102582,Taylor,Joshi,Chennai,O,24,18-25,2022-12-20
102583,Reese,Nair,Hyderabad,F,40,36-50,2024-08-23
102584,Taylor,Kohli,Hyderabad,M,58,51-70,2021-04-16
102585,Drew,Saxena,Bengaluru,M,57,51-70,2021-12-21
102586,Casey,Joshi,Hyderabad,M,46,36-50,2018-11-03
102587,Avery,Das,Ahmedabad,F,33,26-35,2020-02-18
102588,Robin,Das,Hyderabad,M,55,51-70,2024-12-26
102589,Alex,Bose,Chennai,F,45,36-50,2024-05-04
102590,Quinn,Verma,Bengaluru,F,65,51-70,2018-01-08
102591,Taylor,Rao,Mumbai,F,55,51-70,2019-04-21
102592,Reese,Chopra,Chennai,M,48,36-50,2021-08-13
102593,Cameron,Ahuja,Hyderabad,M,31,26-35,2024-01-21
102594,Skyler,Patel,Hyderabad,M,50,36-50,2019-04-30
102595,Riley,Joshi,Hyderabad,F,26,26-35,2020-06-23
102596,Taylor,Das,Bengaluru,F,44,36-50,2019-07-13
102597,Reese,Bhat,Kolkata,F,41,36-50,2023-05-22
102598,Riley,Chopra,Bengaluru,M,30,26-35,2024-04-04
102599,Jamie,Patel,Delhi,F,43,36-50,2021-02-01
102600,Quinn,Malhotra,Ahmedabad,M,46,36-50,2021-05-18
102601,Drew,Chatterjee,Pune,M,68,51-70,2019-04-13
102602,Avery,Bose,Ahmedabad,F,66,51-70,2024-08-30
102603,Taylor,Gupta,Hyderabad,M,60,51-70,2020-04-27
102604,Jordan,Rao,Pune,F,45,36-50,2024-08-31
102605,Alex,Rao,Mumbai,F,45,36-50,2018-09-16
102606,Quinn,Ahuja,Lucknow,F,25,18-25,2018-10-10
102607,Jordan,Rao,Chennai,M,40,36-50,2022-07-08
102608,Cameron,Das,Kolkata,M,46,36-50,2023-03-14
102609,Reese,Bhat,Lucknow,M,22,18-25,2018-02-09
102610,Cameron,Singh,Bengaluru,M,59,51-70,2024-12-08
102611,Drew,Sharma,Delhi,O,24,18-25,2024-03-17
102612,Cameron,Kumar,Jaipur,F,59,51-70,2020-10-11
102613,Riley,Rao,Ahmedabad,M,53,51-70,2019-09-05
102614,Drew,Verma,Lucknow,F,58,51-70,2023-03-31
102615,Robin,Ahuja,Delhi,F,44,36-50,2019-11-19
102616,Avery,Joshi,Hyderabad,M,63,51-70,2019-09-05
102617,Taylor,Chopra,Bengaluru,M,19,18-25,2024-04-26
102618,Taylor,Patel,Bengaluru,M,42,36-50,2024-08-10
102619,Blake,Rao,Chennai,O,26,26-35,2022-11-17
102620,Skyler,Patel,Pune,F,44,36-50,2022-12-16
102621,Taylor,Das,Pune,F,18,18-25,2022-03-28
102622,Avery,Rao,Lucknow,M,40,36-50,2023-04-15
102623,Cameron,Patel,Mumbai,F,27,26-35,2021-02-26
102624,Jamie,Gupta,Pune,M,59,51-70,2019-07-29
102625,Riley,Chatterjee,Pune,O,69,51-70,2023-03-26
102626,Blake,Chatterjee,Hyderabad,F,42,36-50,2020-10-09
102627,Cameron,Sharma,Hyderabad,M,20,18-25,2019-11-01
102628,Drew,Ahuja,Delhi,F,23,18-25,2018-09-26
102629,Skyler,Verma,Bengaluru,F,23,18-25,2021-07-07
102630,Kendall,Chatterjee,Bengaluru,F,19,18-25,2020-07-12
102631,Quinn,Das,Bengaluru,M,35,26-35,2021-01-30
102632,Taylor,Bhat,Delhi,M,40,36-50,2022-03-10
102633,Rowan,Kohli,Jaipur,F,19,18-25,2022-10-25
102634,Harper,Kohli,Hyderabad,F,29,26-35,2022-05-14
102635,Kendall,Chatterjee,Delhi,M,39,36-50,2018-09-04
102636,Harper,Patel,Bengaluru,F,54,51-70,2022-04-10
102637,Casey,Gupta,Lucknow,M,37,36-50,2023-12-19
102638,Harper,Iyer,Hyderabad,F,56,51-70,2024-07-28
102639,Jamie,Mehta,Kolkata,M,41,36-50,2024-02-22
102640,Rowan,Bose,Pune,M,65,51-70,2023-04-24
102641,Rowan,Bose,Hyderabad,F,37,36-50,2020-07-18
102642,Reese,Chatterjee,Hyderabad,M,18,18-25,2018-08-15
102643,Blake,Mehta,Bengaluru,F,18,18-25,2018-09-22
102644,Riley,Joshi,Ahmedabad,F,34,26-35,2021-10-27
102645,Reese,Gupta,Jaipur,M,18,18-25,2021-12-28
102646,Jamie,Gupta,Hyderabad,M,69,51-70,2019-10-08
102647,Riley,Nair,Delhi,F,62,51-70,2024-03-08
102648,Blake,Malhotra,Mumbai,M,47,36-50,2021-11-19
102649,Rowan,Ahuja,Bengaluru,F,58,51-70,2022-01-13
102650,Taylor,Chopra,Bengaluru,F,64,51-70,2021-10-19
102651,Avery,Verma,Ahmedabad,F,20,18-25,2023-03-15
102652,Rowan,Malhotra,Chennai,F,63,51-70,2024-11-09
102653,Skyler,Chopra,Mumbai,M,28,26-35,2021-06-03
102654,Peyton,Ahuja,Kolkata,F,41,36-50,2020-09-08
102655,Reese,Joshi,Pune,O,39,36-50,2021-02-28
102656,Cameron,Das,Chennai,M,61,51-70,2019-08-11
102657,Skyler,Gupta,Lucknow,O,62,51-70,2019-04-21
102658,Casey,Kohli,Hyderabad,F,43,36-50,2022-12-27
102659,Casey,Bhat,Lucknow,M,30,26-35,2020-09-12
102660,Harper,Bhat,Kolkata,M,18,18-25,2024-01-13
102661,Kendall,Gupta,Delhi,F,41,36-50,2021-05-26
102662,Jamie,Patel,Jaipur,M,27,26-35,2018-07-09
102663,Casey,Sharma,Delhi,M,52,51-70,2021-12-11
102664,Morgan,Chopra,Delhi,M,41,36-50,2020-09-07
102665,Skyler,Kumar,Delhi,M,45,36-50,2022-08-26
102666,Harper,Kumar,Mumbai,M,53,51-70,2022-09-12
102667,Casey,Bhat,Bengaluru,F,33,26-35,2018-02-10
102668,Robin,Nair,Hyderabad,M,57,51-70,2024-06-12
102669,Jordan,Rao,Pune,O,33,26-35,2020-07-31
102670,Jordan,Verma,Mumbai,M,34,26-35,2018-12-04
102671,Skyler,Kohli,Chennai,M,68,51-70,2021-08-30
102672,Peyton,Ahuja,Chennai,M,32,26-35,2021-01-03
102673,Rowan,Das,Mumbai,M,33,26-35,2024-05-15
102674,Jordan,Malhotra,Kolkata,M,32,26-35,2020-06-14
102675,Riley,Kumar,Lucknow,F,51,51-70,2024-05-09
102676,Skyler,Nair,Mumbai,F,28,26-35,2022-08-02
102677,Jordan,Rao,Mumbai,M,18,18-25,2020-07-19
102678,Riley,Ahuja,Pune,M,32,26-35,2018-10-16
102679,Casey,Sharma,Pune,M,43,36-50,2019-12-25
102680,Skyler,Saxena,Bengaluru,F,68,51-70,2024-05-08
102681,Skyler,Chopra,Pune,F,21,18-25,2023-05-08
102682,Avery,Saxena,Bengaluru,M,60,51-70,2020-12-25
102683,Robin,Joshi,Delhi,M,22,18-25,2019-04-28
102684,Jordan,Iyer,Lucknow,F,52,51-70,2020-07-24
102685,Harper,Joshi,Kolkata,M,30,26-35,2024-04-14
102686,Jordan,Kohli,Lucknow,F,27,26-35,2018-06-05
102687,Drew,Saxena,Bengaluru,M,28,26-35,2020-12-06
102688,Avery,Kohli,Pune,F,35,26-35,2023-05-13
102689,Jordan,Gupta,Mumbai,O,51,51-70,2024-11-06
102690,Kendall,Bose,Hyderabad,O,56,51-70,2024-02-27
102691,Quinn,Saxena,Delhi,F,58,51-70,2022-08-11
102692,Quinn,Malhotra,Ahmedabad,M,59,51-70,2018-05-04
102693,Harper,Bhat,Chennai,F,67,51-70,2023-08-11
102694,Kendall,Singh,Bengaluru,M,40,36-50,2020-08-25
102695,Alex,Patel,Lucknow,O,24,18-25,2020-05-04
102696,Skyler,Ahuja,Pune,F,56,51-70,2019-10-02
102697,Rowan,Bhat,Delhi,M,20,18-25,2024-02-17
102698,Casey,Gupta,Chennai,M,29,26-35,2022-05-22
102699,Riley,Kumar,Ahmedabad,F,24,18-25,2019-03-18
102700,Riley,Kohli,Mumbai,O,66,51-70,2023-04-29
102701,Taylor,Das,Mumbai,F,43,36-50,2023-01-13
102702,Skyler,Gupta,Bengaluru,M,50,36-50,2023-01-04
102703,Drew,Chatterjee,Bengaluru,M,54,51-70,2023-12-31
102704,Jordan,Bose,Pune,M,65,51-70,2019-06-17
102705,Alex,Rao,Hyderabad,F,32,26-35,2024-03-24
102706,Jordan,Rao,Pune,O,19,18-25,2021-08-29
102707,Alex,Chopra,Kolkata,F,58,51-70,2020-08-06
102708,Jamie,Chatterjee,Delhi,F,24,18-25,2023-07-13
102709,Casey,Bose,Delhi,F,49,36-50,2019-04-05
102710,Sam,Malhotra,Lucknow,F,21,18-25,2019-07-05
102711,Drew,Kohli,Mumbai,F,37,36-50,2019-01-28
102712,Peyton,Sharma,Jaipur,F,67,51-70,2022-11-23
102713,Morgan,Sharma,Pune,M,53,51-70,2020-04-24
102714,Cameron,Patel,Lucknow,F,49,36-50,2024-03-07
102715,Jordan,Nair,Bengaluru,M,45,36-50,2021-02-12
102716,Casey,Sharma,Delhi,M,30,26-35,2019-10-08
102717,Riley,Bose,Bengaluru,F,18,18-25,2024-03-16
102718,Cameron,Sharma,Pune,F,52,51-70,2024-09-20
102719,Alex,Singh,Chennai,F,65,51-70,2022-01-06
102720,Avery,Bhat,Bengaluru,M,47,36-50,2021-10-09
102721,Blake,Patel,Jaipur,F,53,51-70,2018-05-22
102722,Cameron,Das,Delhi,F,42,36-50,2019-05-16
102723,Peyton,Saxena,Pune,M,33,26-35,2020-04-19
102724,Jamie,Ahuja,Lucknow,F,36,36-50,2022-08-10
102725,Quinn,Bose,Hyderabad,M,18,18-25,2022-04-15
102726,Blake,Bose,Hyderabad,M,22,18-25,2023-08-09
102727,Kendall,Rao,Pune,F,68,51-70,2022-03-11
102728,Skyler,Das,Hyderabad,M,39,36-50,2019-08-19
102729,Sam,Nair,Delhi,M,41,36-50,2023-03-20
102730,Casey,Sharma,Chennai,M,60,51-70,2018-10-08
102731,Kendall,Rao,Bengaluru,M,62,51-70,2019-02-28
102732,Taylor,Kumar,Jaipur,M,69,51-70,2018-09-27
102733,Peyton,Chopra,Ahmedabad,M,54,51-70,2018-06-03
102734,Skyler,Kumar,Lucknow,M,53,51-70,2022-10-17
102735,Riley,Das,Delhi,M,53,51-70,2019-10-24
102736,Reese,Kumar,,M,21,18-25,2023-05-22
102737,Morgan,Ahuja,Kolkata,M,53,51-70,2018-03-24
102738,Kendall,Gupta,Kolkata,F,69,51-70,2021-12-20
102739,Harper,Gupta,Lucknow,F,35,26-35,2021-07-22
102740,Riley,Malhotra,Delhi,M,67,51-70,2024-05-20
102741,Jamie,Saxena,Pune,F,33,26-35,2020-09-06
102742,Rowan,Mehta,Bengaluru,O,58,51-70,2024-01-30
102743,Rowan,Bhat,Pune,F,35,26-35,2022-07-18
102744,Rowan,Gupta,Pune,M,39,36-50,2021-10-30
102745,Skyler,Rao,Mumbai,F,19,18-25,2019-09-25
102746,Alex,Chatterjee,Hyderabad,M,38,36-50,2022-03-12
102747,Cameron,Singh,Kolkata,M,53,51-70,2020-02-26
102748,Casey,Saxena,Ahmedabad,M,61,51-70,2019-02-02
102749,Casey,Saxena,Ahmedabad,M,56,51-70,2021-02-17
102750,Riley,Bose,Bengaluru,F,64,51-70,2020-07-22
102751,Sam,Das,Kolkata,F,56,51-70,2021-12-31
102752,Riley,Rao,Mumbai,F,46,36-50,2023-01-27
102753,Harper,Chopra,Lucknow,M,43,36-50,2024-11-17
102754,Cameron,Iyer,Delhi,M,38,36-50,2018-10-13
102755,Jordan,Patel,Pune,M,34,26-35,2018-09-22
102756,Robin,Nair,Pune,M,33,26-35,2024-06-25
102757,Taylor,Das,Jaipur,O,48,36-50,2023-11-07
102758,Skyler,Chopra,Lucknow,F,68,51-70,2022-08-05
102759,Cameron,Gupta,Jaipur,O,26,26-35,2021-05-11
102760,Jordan,Das,Jaipur,F,48,36-50,2020-03-31
102761,Alex,Das,Hyderabad,M,31,26-35,2022-10-29
102762,Skyler,Gupta,Ahmedabad,M,66,51-70,2024-07-09
102763,Reese,Verma,Jaipur,F,54,51-70,2024-03-19
102764,Skyler,Gupta,Pune,M,19,18-25,2018-02-10
102765,Cameron,Kumar,Kolkata,F,69,51-70,2022-09-28
102766,Jamie,Saxena,Kolkata,M,65,51-70,2018-03-09
102767,Alex,Bhat,Hyderabad,M,63,51-70,2020-09-14
102768,Robin,Patel,Kolkata,F,31,26-35,2022-12-05
102769,Drew,Chatterjee,Pune,F,50,36-50,2022-06-10
102770,Jamie,Bose,Ahmedabad,M,52,51-70,2022-07-14
102771,Peyton,Sharma,Ahmedabad,F,56,51-70,2021-07-02
102772,Avery,Ahuja,Ahmedabad,M,64,51-70,2019-11-26
102773,Morgan,Kohli,Delhi,F,68,51-70,2024-11-29
102774,Reese,Patel,Lucknow,M,37,36-50,2020-12-21
102775,Riley,Saxena,Delhi,M,19,18-25,2024-10-15
102776,Reese,Joshi,Delhi,F,68,51-70,2022-08-21
102777,Kendall,Chatterjee,Delhi,M,58,51-70,2024-05-04
102778,Rowan,Malhotra,Kolkata,F,36,36-50,2020-11-24
102779,Sam,Joshi,Chennai,F,54,51-70,2020-02-18
102780,Harper,Iyer,Kolkata,M,35,26-35,2019-05-09
102781,Avery,Mehta,Chennai,F,33,26-35,2022-05-05
102782,Skyler,Ahuja,Kolkata,F,21,18-25,2022-02-01
102783,Morgan,Nair,Pune,M,29,26-35,2022-11-26
102784,Jamie,Ahuja,Lucknow,F,46,36-50,2019-10-23
102785,Avery,Iyer,Mumbai,F,24,18-25,2021-09-10
102786,Rowan,Saxena,Mumbai,F,31,26-35,2021-08-20
102787,Jamie,Ahuja,Delhi,F,29,26-35,2021-07-23
102788,Quinn,Patel,Mumbai,F,52,51-70,2023-06-10
102789,Drew,Joshi,Lucknow,O,22,18-25,2023-08-07
102790,Jamie,Sharma,Lucknow,F,34,26-35,2023-04-13
102791,Rowan,Saxena,Bengaluru,M,59,51-70,2021-09-09
102792,Drew,Bose,Hyderabad,M,49,36-50,2020-11-24
102793,Cameron,Chopra,Lucknow,M,27,26-35,2020-09-03
102794,Reese,Gupta,Hyderabad,F,60,51-70,2019-04-27
102795,Harper,Bose,Mumbai,F,34,26-35,2019-12-29
102796,Kendall,Saxena,Hyderabad,M,22,18-25,2024-12-02
102797,Quinn,Sharma,Chennai,M,62,51-70,2020-10-28
102798,Jordan,Patel,Pune,M,59,51-70,2018-12-09
102799,Peyton,Das,Hyderabad,M,26,26-35,2021-12-18
102800,Reese,Ahuja,Pune,F,66,51-70,2024-07-07
102801,Robin,Chatterjee,Delhi,F,50,36-50,2024-10-21
102802,Morgan,Gupta,Mumbai,O,53,51-70,2024-01-31
102803,Alex,Malhotra,Pune,M,53,51-70,2019-06-11
102804,Morgan,Das,Jaipur,F,35,26-35,2023-03-12
102805,Morgan,Chatterjee,Delhi,F,26,26-35,2019-10-21
102806,Blake,Patel,Pune,F,46,36-50,2023-09-05
102807,Morgan,Chopra,Bengaluru,F,67,51-70,2020-03-30
102808,Jamie,Iyer,Hyderabad,M,31,26-35,2019-02-10
102809,Skyler,Chatterjee,Bengaluru,M,42,36-50,2024-03-29
102810,Taylor,Patel,Lucknow,F,32,26-35,2022-04-23
102811,Quinn,Ahuja,Chennai,F,23,18-25,2022-12-17
102812,Avery,Rao,Delhi,F,59,51-70,2019-05-20
102813,Kendall,Rao,Ahmedabad,M,46,36-50,2018-06-28
102814,Morgan,Chopra,Ahmedabad,F,32,26-35,2018-05-12
102815,Casey,Verma,Pune,M,46,36-50,2023-01-21
102816,Morgan,Chatterjee,Hyderabad,O,21,18-25,2022-01-18
102817,Peyton,Saxena,Mumbai,F,35,26-35,2024-07-23
102818,Jordan,Joshi,Ahmedabad,F,67,51-70,2020-02-11
102819,Skyler,Bose,Mumbai,F,66,51-70,2021-11-30
102820,Reese,Rao,Ahmedabad,M,61,51-70,2023-10-25
102821,Avery,Patel,Delhi,M,56,51-70,2019-08-02
102822,Taylor,Patel,Ahmedabad,M,33,26-35,2022-02-24
102823,Taylor,Mehta,Lucknow,M,28,26-35,2018-07-13
102824,Peyton,Chopra,Kolkata,F,31,26-35,2023-07-01
102825,Avery,Singh,Pune,M,20,18-25,2021-03-31
102826,Peyton,Verma,Chennai,F,68,51-70,2024-07-22
102827,Peyton,Saxena,Ahmedabad,M,67,51-70,2021-10-16
102828,Jordan,Verma,Hyderabad,F,59,51-70,2022-11-28
102829,Riley,Bhat,Chennai,F,55,51-70,2021-01-15
102830,Drew,Das,Mumbai,M,62,51-70,2024-03-11
102831,Blake,Rao,Bengaluru,M,59,51-70,2023-04-21
102832,Peyton,Chatterjee,Lucknow,M,35,26-35,2020-02-19
102833,Peyton,Ahuja,Jaipur,F,37,36-50,2018-09-19
102834,Avery,Gupta,Jaipur,F,65,51-70,2019-12-31
102835,Morgan,Mehta,Chennai,M,42,36-50,2018-10-10
102836,Skyler,Das,Bengaluru,F,55,51-70,2022-01-30
102837,Quinn,Rao,Hyderabad,M,30,26-35,2018-12-28
102838,Taylor,Verma,Chennai,F,21,18-25,2019-03-17
102839,Sam,Malhotra,Mumbai,M,31,26-35,2023-11-11
102840,Skyler,Malhotra,Delhi,F,50,36-50,2022-07-03
102841,Riley,Sharma,Chennai,F,45,36-50,2020-05-16
102842,Riley,Sharma,Jaipur,F,69,51-70,2021-12-18
102843,Quinn,Singh,Kolkata,M,54,51-70,2018-05-22
102844,Morgan,Verma,Jaipur,M,25,18-25,2021-08-07
102845,Casey,Patel,Bengaluru,F,61,51-70,2021-12-26
102846,Morgan,Malhotra,Mumbai,M,51,51-70,2023-02-19
102847,Sam,Chatterjee,Hyderabad,M,61,51-70,2023-01-22
102848,Peyton,Mehta,Lucknow,F,22,18-25,2022-09-09
102849,Quinn,Chopra,Pune,M,22,18-25,2019-12-02
102850,Skyler,Verma,Kolkata,M,48,36-50,2020-09-24
102851,Blake,Bhat,Lucknow,F,62,51-70,2023-09-28
102852,Sam,Singh,Chennai,F,26,26-35,2021-08-18
102853,Casey,Kohli,Kolkata,M,59,51-70,2020-05-30
102854,Kendall,Sharma,Bengaluru,F,49,36-50,2021-04-28
102855,Morgan,Iyer,Mumbai,F,50,36-50,2021-03-05
102856,Cameron,Singh,Hyderabad,M,20,18-25,2019-07-09
102857,Cameron,Singh,Lucknow,F,47,36-50,2019-02-08
102858,Peyton,Chopra,Chennai,F,67,51-70,2020-06-10
102859,Skyler,Iyer,Mumbai,M,29,26-35,2019-08-25
102860,Quinn,Patel,Chennai,F,46,36-50,2023-01-05
102861,Casey,Iyer,Hyderabad,M,20,18-25,2018-12-07
102862,Blake,Das,Lucknow,F,43,36-50,2023-05-23
102863,Skyler,Bhat,Chennai,F,47,36-50,2019-12-05
102864,Skyler,Malhotra,Mumbai,M,26,26-35,2018-11-14
102865,Skyler,Saxena,Chennai,F,43,36-50,2021-10-18
102866,Harper,Verma,Lucknow,F,19,18-25,2024-08-26
102867,Riley,Iyer,Mumbai,M,20,18-25,2024-03-30
102868,Sam,Patel,Bengaluru,F,63,51-70,2022-12-06
102869,Harper,Sharma,Delhi,M,21,18-25,2021-09-29
102870,Skyler,Ahuja,Mumbai,F,42,36-50,2022-04-22
102871,Blake,Rao,Kolkata,F,68,51-70,2020-03-27
102872,Quinn,Saxena,Delhi,F,30,26-35,2019-07-07
102873,Rowan,Verma,Chennai,F,56,51-70,2020-05-05
102874,Drew,Patel,Lucknow,F,61,51-70,2022-12-18
102875,Robin,Malhotra,Mumbai,F,52,51-70,2018-07-02
102876,Kendall,Kohli,Lucknow,F,40,36-50,2022-04-24
102877,Harper,Rao,Mumbai,F,26,26-35,2019-02-01
102878,Blake,Gupta,Lucknow,F,19,18-25,2022-09-24
102879,Jordan,Malhotra,Kolkata,M,58,51-70,2022-02-26
102880,Jamie,Saxena,Pune,F,61,51-70,2020-06-25
102881,Jamie,Gupta,Delhi,F,48,36-50,2021-09-18
102882,Skyler,Kohli,Delhi,F,61,51-70,2023-12-15
102883,Avery,Singh,Mumbai,O,64,51-70,2018-01-01
102884,Peyton,Saxena,Chennai,M,19,18-25,2018-01-19
102885,Alex,Gupta,Hyderabad,M,49,36-50,2019-08-07
102886,Kendall,Ahuja,Hyderabad,M,35,26-35,2019-04-01
102887,Avery,Das,Delhi,F,30,26-35,2023-07-30
102888,Jordan,Saxena,Pune,F,63,51-70,2021-02-06
102889,Alex,Kumar,Hyderabad,O,22,18-25,2024-10-28
102890,Jordan,Ahuja,Ahmedabad,M,59,51-70,2023-05-07
102891,Jordan,Rao,Hyderabad,F,61,51-70,2023-11-21
102892,Jordan,Iyer,Jaipur,F,27,26-35,2020-09-14
102893,Peyton,Chopra,Lucknow,F,60,51-70,2019-06-04
102894,Robin,Gupta,Delhi,M,42,36-50,2020-05-08
102895,Reese,Mehta,Pune,F,51,51-70,2018-06-23
102896,Quinn,Ahuja,Chennai,O,54,51-70,2021-09-28
102897,Jordan,Kohli,Mumbai,O,47,36-50,2024-10-14
102898,Casey,Malhotra,Bengaluru,F,24,18-25,2019-12-28
102899,Quinn,Rao,Kolkata,F,23,18-25,2022-09-07
102900,Skyler,Verma,Delhi,M,20,18-25,2023-02-19
102901,Casey,Mehta,Pune,M,30,26-35,2022-08-09
102902,Jamie,Mehta,Mumbai,F,20,18-25,2021-09-09
102903,Skyler,Nair,Bengaluru,M,43,36-50,2020-09-16
102904,Alex,Saxena,Jaipur,M,41,36-50,2019-02-24
102905,Riley,Malhotra,Delhi,M,23,18-25,2019-08-17
102906,Cameron,Ahuja,Chennai,F,60,51-70,2024-12-07
